Line Number,Bytecode ID,Instruction Index,Instruction,Hits,Misses
118,102,624,LOAD_FIELD,27,1
119,102,652,LOAD_FIELD,16,1
120,102,672,LOAD_FIELD,711,1
125,103,4,LOAD_FIELD,2792,1
126,103,36,LOAD_FIELD,2792,1
126,103,24,LOAD_FIELD,2241,552
127,103,60,LOAD_FIELD,2792,1
131,104,4,LOAD_FIELD,552,1
133,104,44,LOAD_FIELD,552,1
134,104,64,LOAD_FIELD,552,1
137,104,108,LOAD_FIELD,551,1
138,104,132,LOAD_FIELD,2792,1
138,104,156,LOAD_FIELD,2240,1
140,104,196,LOAD_FIELD,551,1
144,105,4,LOAD_FIELD,597,1
145,105,24,LOAD_FIELD,597,1
146,105,52,LOAD_FIELD,597,1
148,105,80,LOAD_FIELD,597,1
150,105,136,LOAD_FIELD,597,1
151,105,172,LOAD_FIELD,597,1
151,105,156,LOAD_FIELD,441,157
152,105,196,LOAD_FIELD,597,1
157,106,4,LOAD_FIELD,156,1
159,106,44,LOAD_FIELD,156,1
161,106,64,LOAD_FIELD,156,1
162,60,20,LOAD_FIELD,598,1
162,60,12,LOAD_FIELD,598,1
164,106,108,LOAD_FIELD,156,1
165,106,132,LOAD_FIELD,597,1
165,106,156,LOAD_FIELD,440,1
167,106,196,LOAD_FIELD,156,1
171,107,12,LOAD_FIELD,597,1
173,107,60,LOAD_FIELD,597,1
177,108,4,LOAD_FIELD,589,1
178,108,24,LOAD_FIELD,589,1
179,108,48,LOAD_FIELD,589,1
180,108,72,LOAD_FIELD,589,1
185,109,4,LOAD_FIELD,25,1
186,109,24,LOAD_FIELD,25,1
187,109,48,LOAD_FIELD,25,1
188,109,72,LOAD_FIELD,25,1
193,110,4,LOAD_FIELD,2,1
194,110,24,LOAD_FIELD,2,1
195,110,48,LOAD_FIELD,2,1
196,110,72,LOAD_FIELD,2,1
197,110,96,LOAD_FIELD,2,1
202,111,12,LOAD_FIELD,1859,1
207,112,24,LOAD_FIELD,0,1351
207,112,36,LOAD_FIELD,1350,1
212,113,4,LOAD_FIELD,1948,1
213,113,24,LOAD_FIELD,1948,1
214,113,52,LOAD_FIELD,14834,1
215,113,80,LOAD_FIELD,12885,1
221,113,160,LOAD_FIELD,12885,1
224,113,188,LOAD_FIELD,1948,1
225,113,216,LOAD_FIELD,1948,1
253,116,4,LOAD_FIELD,711,1
254,116,24,LOAD_FIELD,711,1
255,116,48,LOAD_FIELD,711,1
256,116,76,LOAD_FIELD,711,1
260,116,160,LOAD_FIELD,1830,1
265,116,204,LOAD_FIELD,711,1
266,116,224,LOAD_FIELD,711,1
268,116,264,LOAD_FIELD,0,712
268,116,276,LOAD_FIELD,711,1
273,117,12,LOAD_FIELD,711,1
284,118,12,LOAD_FIELD,711,1
284,118,48,LOAD_FIELD,711,1
297,119,12,LOAD_FIELD,10115,1
300,119,52,LOAD_FIELD,5856,1
305,120,12,LOAD_FIELD,2542,1
308,120,56,LOAD_FIELD,1849,1
313,121,4,LOAD_FIELD,8689,1
317,122,16,LOAD_FIELD,25820,1
321,122,112,LOAD_FIELD,0,25821
321,122,108,LOAD_FIELD,25820,1
321,122,132,STORE_FIELD,25820,1
323,122,164,LOAD_FIELD,25820,1
323,122,160,LOAD_FIELD,25820,1
323,122,152,LOAD_FIELD,25820,1
324,122,196,LOAD_FIELD,25819,1
324,122,208,LOAD_FIELD,25819,1
324,122,192,LOAD_FIELD,25819,1
324,122,224,STORE_FIELD,25819,1
327,122,248,STORE_FIELD,0,1
331,123,8,LOAD_FIELD,2660,1
331,123,20,STORE_FIELD,2660,1
343,125,12,LOAD_FIELD,2660,1
343,125,44,LOAD_FIELD,2660,1
343,125,48,LOAD_FIELD,0,2661
344,125,84,LOAD_FIELD,2660,1
344,125,88,LOAD_FIELD,2660,1
345,125,120,LOAD_FIELD,2660,1
345,125,132,LOAD_FIELD,2660,1
345,125,116,LOAD_FIELD,2660,1
345,125,140,LOAD_FIELD,0,2661
353,125,328,STORE_FIELD,2660,1
353,125,308,LOAD_FIELD,0,2661
353,125,304,LOAD_FIELD,2660,1
371,128,16,LOAD_FIELD,8689,1
372,128,44,LOAD_FIELD,8689,1
373,128,72,LOAD_FIELD,8689,1
374,128,100,LOAD_FIELD,8689,1
379,129,12,LOAD_FIELD,2542,1
380,129,40,LOAD_FIELD,2441,1
381,129,68,LOAD_FIELD,2145,1
382,129,96,LOAD_FIELD,1746,1
383,129,124,LOAD_FIELD,1596,1
384,129,152,LOAD_FIELD,1524,1
385,129,180,LOAD_FIELD,1115,1
386,129,208,LOAD_FIELD,990,1
387,129,236,LOAD_FIELD,852,1
388,129,264,LOAD_FIELD,747,1
392,130,12,LOAD_FIELD,0,1
399,133,4,LOAD_FIELD,441,157
401,133,64,LOAD_FIELD,441,157
401,133,60,LOAD_FIELD,597,1
401,133,88,LOAD_FIELD,0,598
408,134,4,LOAD_FIELD,1,1
409,134,52,LOAD_FIELD,1,1
409,134,56,LOAD_FIELD,1,1
412,135,12,LOAD_FIELD,554,46
414,136,40,LOAD_FIELD,599,1
414,136,12,LOAD_FIELD,443,157
414,136,44,LOAD_FIELD,443,157
424,139,48,LOAD_FIELD,2792,1
424,139,52,LOAD_FIELD,2241,552
428,140,4,LOAD_FIELD,0,1
428,140,8,LOAD_FIELD,0,1
438,146,16,STORE_FIELD,711,1
458,153,112,LOAD_FIELD,597,1
458,153,92,LOAD_FIELD,597,1
458,153,116,LOAD_FIELD,441,157
458,153,96,LOAD_FIELD,441,157
459,153,140,LOAD_FIELD,597,1
459,153,144,LOAD_FIELD,441,157
460,153,172,LOAD_FIELD,441,157
460,153,168,LOAD_FIELD,597,1
467,154,48,LOAD_FIELD,1,1
468,154,116,LOAD_FIELD,1,1
468,154,112,LOAD_FIELD,1,1
477,159,8,LOAD_FIELD,1,1
477,159,4,LOAD_FIELD,1,1
478,159,80,LOAD_FIELD,1,1
478,159,76,LOAD_FIELD,1,1
487,162,16,STORE_FIELD,1350,1
494,165,24,LOAD_FIELD,0,1
494,165,36,LOAD_FIELD,0,1
