Line Number,Bytecode ID,Instruction Index,Function identifier,Function label,Instruction,Hits,Misses
144,59,772,111,NBodySystem.advance,LOAD_FIELD,2499999,1
144,59,800,111,NBodySystem.advance,STORE_FIELD,2499999,1
144,59,744,111,NBodySystem.advance,LOAD_FIELD,2499999,1
145,59,824,111,NBodySystem.advance,LOAD_FIELD,2499999,1
145,59,852,111,NBodySystem.advance,LOAD_FIELD,2499999,1
145,59,880,111,NBodySystem.advance,STORE_FIELD,2499999,1
146,59,932,111,NBodySystem.advance,LOAD_FIELD,2499999,1
146,59,904,111,NBodySystem.advance,LOAD_FIELD,2499999,1
146,59,960,111,NBodySystem.advance,STORE_FIELD,2499999,1
148,59,972,111,NBodySystem.advance,LOAD_FIELD,0,2500000
151,59,1008,111,NBodySystem.advance,LOAD_FIELD,1249999,1
155,59,1072,111,NBodySystem.advance,LOAD_FIELD,1499999,1
155,59,1076,111,NBodySystem.advance,LOAD_FIELD,1499999,1
156,59,1100,111,NBodySystem.advance,LOAD_FIELD,1249999,1
156,59,1104,111,NBodySystem.advance,LOAD_FIELD,1249999,1
157,59,1148,111,NBodySystem.advance,LOAD_FIELD,1249999,1
157,59,1168,111,NBodySystem.advance,LOAD_FIELD,1249999,1
157,59,1188,111,NBodySystem.advance,STORE_FIELD,1249999,1
158,59,1252,111,NBodySystem.advance,STORE_FIELD,1249999,1
158,59,1232,111,NBodySystem.advance,LOAD_FIELD,1249999,1
158,59,1212,111,NBodySystem.advance,LOAD_FIELD,1249999,1
159,59,1316,111,NBodySystem.advance,STORE_FIELD,1249999,1
159,59,1276,111,NBodySystem.advance,LOAD_FIELD,1249999,1
159,59,1296,111,NBodySystem.advance,LOAD_FIELD,1249999,1
161,59,1328,111,NBodySystem.advance,LOAD_FIELD,249999,1000001
169,60,48,112,NBodySystem.energy,LOAD_FIELD,5,1
169,60,52,112,NBodySystem.energy,LOAD_FIELD,5,1
170,60,76,112,NBodySystem.energy,LOAD_FIELD,4,1
170,60,80,112,NBodySystem.energy,LOAD_FIELD,4,1
171,60,196,112,NBodySystem.energy,LOAD_FIELD,4,1
171,60,144,112,NBodySystem.energy,LOAD_FIELD,4,1
171,60,204,112,NBodySystem.energy,LOAD_FIELD,4,1
171,60,172,112,NBodySystem.energy,LOAD_FIELD,4,1
171,60,136,112,NBodySystem.energy,LOAD_FIELD,4,1
171,60,164,112,NBodySystem.energy,LOAD_FIELD,4,1
172,60,264,112,NBodySystem.energy,LOAD_FIELD,4,1
174,60,300,112,NBodySystem.energy,LOAD_FIELD,0,5
175,60,340,112,NBodySystem.energy,LOAD_FIELD,14,1
175,60,344,112,NBodySystem.energy,LOAD_FIELD,14,1
176,60,368,112,NBodySystem.energy,LOAD_FIELD,9,1
176,60,372,112,NBodySystem.energy,LOAD_FIELD,9,1
177,60,412,112,NBodySystem.energy,LOAD_FIELD,9,1
177,60,420,112,NBodySystem.energy,LOAD_FIELD,9,1
178,60,460,112,NBodySystem.energy,LOAD_FIELD,9,1
178,60,452,112,NBodySystem.energy,LOAD_FIELD,9,1
179,60,492,112,NBodySystem.energy,LOAD_FIELD,9,1
179,60,500,112,NBodySystem.energy,LOAD_FIELD,9,1
182,60,620,112,NBodySystem.energy,LOAD_FIELD,0,10
183,60,676,112,NBodySystem.energy,LOAD_FIELD,9,1
183,60,684,112,NBodySystem.energy,LOAD_FIELD,9,1
185,60,720,112,NBodySystem.energy,LOAD_FIELD,0,10
188,60,756,112,NBodySystem.energy,LOAD_FIELD,4,1
199,62,64,113,NBody.inner_benchmark_loop,LOAD_FIELD,249999,1
200,62,88,113,NBody.inner_benchmark_loop,LOAD_FIELD,0,250000
202,62,136,113,NBody.inner_benchmark_loop,LOAD_FIELD,0,1
202,62,124,113,NBody.inner_benchmark_loop,LOAD_FIELD,0,1
220,68,4,0,repl,LOAD_FIELD,0,1
