# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
102,_InsertResult.is_new_entry,0.82,0.38808793449160356
103,_InsertResult.new_node,0.74,0.44308749769345207
104,_InsertResult.old_value,2.76,0.7159979477795239
105,_InsertResult.init-values,1.84,0.3703280399090206
106,repl,41.0,1.370237578089348
107,_RedBlackTree._root,0.7,0.46291004988627577
108,_RedBlackTree.put,29.54,0.9733174912511907
109,_RedBlackTree.remove,29.54,2.01230906053271
110,_RedBlackTree.get,2.92,0.2740475156178697
111,_RedBlackTree.for_each,6.88,0.5584234367340587
112,_RedBlackTree._find_node,6.6,0.5714285714285714
113,_RedBlackTree._tree_insert,15.44,2.500285697961049
114,_RedBlackTree._left_rotate,9.58,2.4997142693858887
115,_RedBlackTree._right_rotate,10.64,0.6928203230275508
116,_RedBlackTree._remove_fixup,39.26,1.5227526096526907
117,repl,23217.28,183.67351691609377
118,_CallSign._value,0.92,0.2740475156178697
119,_CallSign.init-values,4.08,0.7782764841072134
120,_CallSign.compare_to,3.28,0.49651849134236486
121,repl,105.06,2.4941564358577457
122,_Collision.aircraft_a,0.86,0.3505098327538656
123,_Collision.aircraft_b,0.76,0.4314191105869
124,_Collision.position,2.92,0.4882287854467161
125,_Collision.init-values,2.2,0.40406101782088427
126,repl,43.76,2.4374627155704194
127,_CollisionDetector._state,0.9,0.30304576336566325
128,each,5.72,0.5360475154083919
129,for_removal,2.22,0.4184519575964803
130,find_collisions,12.2,2.3386722205349857
131,_CollisionDetector.handle_new_frame,1579.32,30.45802732567279
132,repl,1905.88,31.29298023910311
133,repl,1.08,0.6006798869036755
134,repl,0.94,0.23989793748209526
135,_is_in_voxel,63.54,5.395425121795126
136,repl,18204.92,111.7737948916912
137,_put_into_map,7.7,0.7626484465736652
138,repl,180.36,7.07614561288092
139,_recurse,20.24,1.697056274847714
140,repl,2348.04,30.642747252550286
141,lambda,1.4,0.49487165930539334
142,each,4.66,0.7722218143851188
143,_reduce_collision_set,81.02,3.862377400471564
144,repl,187.0,6.331005658902951
145,_voxel_hash,15.56,1.3117988895141708
146,repl,721.84,17.891236025792406
147,_draw_motion_on_voxel_map,2.84,0.42185208743524005
148,repl,65.54,3.30250368845288
149,_Motion.call_sign,0.68,0.4712120714991612
150,_Motion.pos_one,0.74,0.4430874976934521
151,_Motion.pos_two,3.02,0.6543418566056449
152,_Motion.init-values,2.42,0.5379477252503637
153,_Motion.delta,1.38,0.4903143514780147
154,_Motion.find_intersection,56.48,4.072004971730255
155,repl,11297.58,84.23366189308413
156,_Aircraft.call_sign,0.88,0.328260722659316
157,_Aircraft.position,0.78,0.41845195759648024
158,_Aircraft.init-values,2.06,0.3136356914300021
159,repl,30.08,2.0587295468173514
160,_Simulator._aircraft,0.96,0.1979486637221574
161,_Simulator.init-values,7.24,0.5174505793221382
162,_Simulator.simulate,21.02,1.4068346290411635
163,repl,2698.94,32.43921159614688
164,CD._benchmark,11.3,0.9529760045804527
165,CD.inner_benchmark_loop,2.3,0.5050762722761053
166,CD._verify_result,14.1,0.8390957231764804
167,CD.benchmark,1.12,0.3282607226593159
168,CD.verify_result,1.06,0.23989793748209517
169,repl,1245.8,29.19463188006053
170,repl,0.98,0.24660966430902953
171,repl,1.1,0.30304576336566325
